id_user,umur,jenis_kelamin,tinggi_badan,berat_badan,target_berat,aktivitas_harian,rutin_olahraga,ngemil_malam,jam_tidur,motivasi
278,48,laki-laki,197.2,98.7,85.8,rendah,jarang,jarang,9,Menjaga Kesehatan
279,63,laki-laki,177.8,67.2,69,rendah,tidak pernah,tidak pernah,8,Menjaga Kesehatan
280,40,laki-laki,196,95.4,84.4,rendah,jarang,jarang,7,Meningkatkan Kebugaran
281,19,laki-laki,170.8,71.7,65.7,sedang,sering,sering,4,Meningkatkan Kebugaran
282,43,laki-laki,191.8,99,73.8,rendah,tidak pernah,tidak pernah,8,Menjaga Kesehatan
283,63,laki-laki,172.7,60.5,66.9,tinggi,sering,tidak pernah,9,Menjaga Kesehatan
284,18,laki-laki,170.3,56.3,55.8,tinggi,sering,sering,5,Meningkatkan Kebugaran
285,52,laki-laki,174.5,67.1,70.8,sedang,jarang,jarang,5,Meningkatkan Berat Badan
286,23,laki-laki,189.2,75.1,76.6,rendah,tidak pernah,jarang,6,Menjaga Kesehatan
287,35,laki-laki,177.4,90.8,70.7,sedang,jarang,tidak pernah,5,Menjaga Kesehatan
288,30,laki-laki,189.6,77.2,75.4,sedang,tidak pernah,tidak pernah,9,Meningkatkan Kebugaran
289,22,laki-laki,193.4,74.5,79.6,tinggi,sering,tidak pernah,4,Meningkatkan Kebugaran
290,58,laki-laki,178.9,97.5,91.3,tinggi,sering,jarang,4,Menurunkan Berat Badan
291,30,laki-laki,168.5,72.8,66.6,rendah,sering,jarang,6,Menurunkan Berat Badan
292,33,laki-laki,179.7,76.9,86.2,rendah,jarang,tidak pernah,7,Meningkatkan Berat Badan
293,59,laki-laki,179.2,84.6,73.9,sedang,tidak pernah,sering,8,Meningkatkan Kebugaran
294,26,laki-laki,176.6,74.6,80.7,rendah,jarang,sering,7,Meningkatkan Berat Badan
295,64,laki-laki,176.8,71.2,72.3,sedang,jarang,jarang,4,Meningkatkan Kebugaran
296,63,laki-laki,192.4,66.7,75.7,rendah,jarang,sering,6,Meningkatkan Berat Badan
297,24,laki-laki,198.5,74.7,90.2,rendah,tidak pernah,jarang,5,Menjaga Kesehatan
298,53,laki-laki,199.2,102.7,92.4,tinggi,sering,tidak pernah,8,Menurunkan Berat Badan
299,40,laki-laki,164.4,72.5,60.3,sedang,sering,jarang,4,Meningkatkan Kebugaran
300,42,laki-laki,164.6,50.2,52.6,rendah,tidak pernah,sering,5,Menjaga Kesehatan
301,45,laki-laki,161.7,81.8,66.2,rendah,tidak pernah,jarang,8,Menurunkan Berat Badan
302,33,laki-laki,169.6,72.8,66.6,rendah,tidak pernah,jarang,6,Meningkatkan Kebugaran
303,36,laki-laki,172.8,69.9,60.5,tinggi,sering,tidak pernah,5,Meningkatkan Kebugaran
304,18,laki-laki,196.4,103.4,90.2,sedang,tidak pernah,sering,8,Menurunkan Berat Badan
305,35,laki-laki,189.4,61.4,57.4,sedang,sering,tidak pernah,6,Menurunkan Berat Badan
306,59,laki-laki,182,70.8,70,tinggi,sering,tidak pernah,7,Menjaga Kesehatan
307,24,laki-laki,174.6,82.6,64.9,sedang,jarang,tidak pernah,9,Meningkatkan Kebugaran
308,32,laki-laki,182.1,74.8,75.3,sedang,sering,tidak pernah,8,Meningkatkan Kebugaran
309,51,laki-laki,197.8,87.8,88,tinggi,sering,sering,4,Meningkatkan Kebugaran
310,55,laki-laki,187.9,87.5,72.2,sedang,jarang,sering,7,Meningkatkan Kebugaran
311,58,laki-laki,197.4,95.8,85.9,tinggi,jarang,tidak pernah,7,Menjaga Kesehatan
312,19,laki-laki,190.1,97.8,78.6,sedang,jarang,tidak pernah,8,Meningkatkan Kebugaran
313,48,laki-laki,184,89.7,70.3,sedang,tidak pernah,tidak pernah,9,Menjaga Kesehatan
314,65,laki-laki,164.1,68.8,56,tinggi,tidak pernah,jarang,4,Menurunkan Berat Badan
315,38,laki-laki,165.8,61.1,58.6,sedang,tidak pernah,jarang,4,Meningkatkan Kebugaran
316,27,laki-laki,190.9,83.8,76.6,rendah,sering,tidak pernah,7,Meningkatkan Kebugaran
317,57,laki-laki,173.7,81.1,65.7,tinggi,jarang,tidak pernah,6,Menurunkan Berat Badan
318,32,laki-laki,178.7,76.1,74.1,rendah,tidak pernah,sering,6,Meningkatkan Kebugaran
319,25,laki-laki,167.2,85.1,63,tinggi,jarang,tidak pernah,5,Meningkatkan Kebugaran
320,25,laki-laki,197,94.4,94.4,tinggi,jarang,tidak pernah,9,Meningkatkan Kebugaran
321,48,laki-laki,184.6,65,80.7,sedang,tidak pernah,jarang,4,Meningkatkan Kebugaran
322,27,laki-laki,173.1,77.4,63.5,sedang,sering,sering,5,Menjaga Kesehatan
323,41,laki-laki,160.4,53.9,51.9,tinggi,sering,jarang,9,Meningkatkan Kebugaran
324,38,laki-laki,189.3,99.2,93.1,tinggi,tidak pernah,tidak pernah,6,Menurunkan Berat Badan
325,34,laki-laki,182.9,112.1,98.8,sedang,jarang,sering,9,Menurunkan Berat Badan
326,24,laki-laki,194.3,93.4,77,rendah,tidak pernah,jarang,7,Menurunkan Berat Badan
327,51,laki-laki,176.3,83.5,74.6,rendah,tidak pernah,jarang,9,Menurunkan Berat Badan
328,55,laki-laki,168.6,77.2,65,sedang,sering,tidak pernah,5,Menurunkan Berat Badan
329,19,laki-laki,191.9,79.7,68.4,rendah,tidak pernah,tidak pernah,9,Menurunkan Berat Badan
330,52,laki-laki,191,84.7,80.3,tinggi,jarang,tidak pernah,4,Menurunkan Berat Badan
331,39,laki-laki,194.2,108.8,77.6,rendah,jarang,jarang,7,Meningkatkan Kebugaran
332,20,laki-laki,178.8,80.4,65.6,tinggi,sering,tidak pernah,6,Menurunkan Berat Badan
333,29,laki-laki,188.8,87.7,76.8,sedang,tidak pernah,tidak pernah,6,Menjaga Kesehatan
334,18,laki-laki,164.1,72,54.1,sedang,jarang,jarang,9,Meningkatkan Kebugaran
335,55,laki-laki,191.6,95,79.9,tinggi,jarang,tidak pernah,8,Menurunkan Berat Badan
336,51,laki-laki,194,107.1,75.3,sedang,tidak pernah,sering,7,Menjaga Kesehatan
337,19,laki-laki,188.1,81,78.1,tinggi,sering,jarang,6,Menjaga Kesehatan
338,33,laki-laki,175.6,64.1,72.2,tinggi,jarang,tidak pernah,7,Meningkatkan Kebugaran
339,60,laki-laki,187.2,78.1,79.9,sedang,jarang,jarang,8,Menjaga Kesehatan
340,64,laki-laki,159.8,71.4,64,rendah,tidak pernah,jarang,9,Menurunkan Berat Badan
341,31,laki-laki,196.4,100,86.5,tinggi,sering,jarang,8,Meningkatkan Kebugaran
342,44,laki-laki,184.9,101.6,93,sedang,sering,jarang,5,Menurunkan Berat Badan
343,58,laki-laki,185.8,94.3,80.2,tinggi,tidak pernah,sering,6,Menjaga Kesehatan
344,60,laki-laki,177.8,82.7,77.9,sedang,sering,sering,7,Menurunkan Berat Badan
345,24,laki-laki,199.9,118.9,106.1,sedang,jarang,tidak pernah,6,Menurunkan Berat Badan
346,36,laki-laki,164.5,64,66.7,rendah,tidak pernah,tidak pernah,5,Meningkatkan Kebugaran
347,32,laki-laki,181.1,69.9,67.8,tinggi,sering,jarang,8,Meningkatkan Kebugaran
348,26,laki-laki,166.6,50.6,58.1,rendah,jarang,jarang,6,Meningkatkan Berat Badan
349,35,laki-laki,168.3,79.2,65.5,rendah,tidak pernah,sering,9,Meningkatkan Kebugaran
350,51,laki-laki,194.2,94.3,85.3,tinggi,sering,tidak pernah,4,Meningkatkan Kebugaran
351,51,laki-laki,199.5,83,82,rendah,tidak pernah,jarang,6,Meningkatkan Kebugaran
352,42,laki-laki,181,73.5,71.6,rendah,tidak pernah,tidak pernah,9,Meningkatkan Kebugaran
353,47,laki-laki,181.8,113.5,93.7,rendah,jarang,sering,7,Menurunkan Berat Badan
354,19,laki-laki,170.4,70.2,72.5,tinggi,jarang,jarang,8,Menjaga Kesehatan
355,46,laki-laki,168.6,86.2,78.4,sedang,sering,sering,8,Menurunkan Berat Badan
356,38,laki-laki,173.3,91.9,84,rendah,jarang,tidak pernah,9,Menurunkan Berat Badan
357,47,laki-laki,185.7,85.2,71.1,rendah,tidak pernah,tidak pernah,8,Menjaga Kesehatan
358,50,laki-laki,196.9,100.5,90.7,rendah,jarang,tidak pernah,9,Menurunkan Berat Badan
359,63,laki-laki,194.8,91.9,80.5,tinggi,tidak pernah,jarang,9,Menjaga Kesehatan
360,43,laki-laki,183.8,97.5,70.7,tinggi,sering,jarang,6,Menjaga Kesehatan
361,22,laki-laki,169.1,48.8,53,tinggi,jarang,sering,8,Meningkatkan Berat Badan
362,36,laki-laki,199.4,77.2,77.7,sedang,sering,tidak pernah,9,Menjaga Kesehatan
363,52,laki-laki,186.8,78.2,83.3,sedang,sering,tidak pernah,8,Meningkatkan Berat Badan
364,60,laki-laki,182,93.3,73.1,tinggi,sering,sering,8,Meningkatkan Kebugaran
365,53,laki-laki,175.8,80.4,75.1,sedang,jarang,jarang,7,Menurunkan Berat Badan
366,41,laki-laki,163.6,72.1,56.8,sedang,jarang,sering,8,Menjaga Kesehatan
367,23,laki-laki,168.8,80.5,67.3,rendah,jarang,tidak pernah,9,Menjaga Kesehatan
368,59,laki-laki,195.2,85.9,90.3,sedang,tidak pernah,tidak pernah,6,Meningkatkan Berat Badan
369,26,laki-laki,161.4,80.9,68.1,sedang,tidak pernah,jarang,9,Menurunkan Berat Badan
370,56,laki-laki,192.8,100.8,85.2,sedang,jarang,sering,7,Menurunkan Berat Badan
371,36,laki-laki,193.7,96.3,83.9,rendah,jarang,sering,8,Meningkatkan Kebugaran
372,30,laki-laki,174.8,79.3,71.3,rendah,tidak pernah,tidak pernah,9,Menurunkan Berat Badan
373,41,laki-laki,183.1,82.7,74.8,tinggi,tidak pernah,tidak pernah,4,Meningkatkan Kebugaran
374,20,laki-laki,183.4,69.4,75.6,rendah,jarang,tidak pernah,9,Meningkatkan Kebugaran
375,47,laki-laki,170.7,64.5,59,sedang,sering,sering,9,Menjaga Kesehatan
376,49,laki-laki,163.3,64.7,53.4,tinggi,sering,jarang,9,Menjaga Kesehatan
377,44,laki-laki,172.6,61.9,67.6,rendah,tidak pernah,jarang,5,Menjaga Kesehatan
378,46,laki-laki,190.2,90,79.3,tinggi,sering,tidak pernah,8,Menurunkan Berat Badan
379,56,laki-laki,184.5,82.8,88,rendah,jarang,sering,5,Meningkatkan Berat Badan
380,20,laki-laki,171.2,83,67.5,tinggi,jarang,tidak pernah,7,Menjaga Kesehatan
381,59,laki-laki,193.7,99.5,88.4,sedang,jarang,jarang,8,Menurunkan Berat Badan
382,65,laki-laki,180,112.4,99.1,rendah,tidak pernah,tidak pernah,5,Menurunkan Berat Badan
383,54,laki-laki,198.5,90.8,96.2,sedang,sering,tidak pernah,5,Meningkatkan Berat Badan
384,51,laki-laki,198.4,91.1,95.7,rendah,tidak pernah,tidak pernah,9,Meningkatkan Berat Badan
385,52,laki-laki,195.5,89.8,89.3,sedang,jarang,sering,6,Menjaga Kesehatan
386,19,laki-laki,165.4,77.7,54.8,sedang,jarang,tidak pernah,8,Meningkatkan Kebugaran
387,49,laki-laki,183.1,82.4,71.1,rendah,tidak pernah,sering,6,Meningkatkan Kebugaran
388,34,laki-laki,199,102.2,93.2,tinggi,sering,jarang,7,Menurunkan Berat Badan
389,63,laki-laki,166.2,59.7,64.9,tinggi,sering,jarang,7,Menjaga Kesehatan
390,34,laki-laki,176.2,81.5,68.9,tinggi,jarang,tidak pernah,4,Menjaga Kesehatan
391,21,laki-laki,183.1,73.4,79.9,tinggi,sering,tidak pernah,7,Meningkatkan Kebugaran
392,28,laki-laki,196.8,90.4,92.3,tinggi,jarang,tidak pernah,7,Meningkatkan Kebugaran
393,38,laki-laki,177.4,71.1,71.5,tinggi,sering,sering,7,Meningkatkan Kebugaran
394,54,laki-laki,166.5,71.2,64.3,sedang,sering,jarang,5,Menurunkan Berat Badan
395,26,laki-laki,196.4,106.1,99.5,sedang,jarang,jarang,8,Menurunkan Berat Badan
396,23,laki-laki,170.2,52.8,48.9,tinggi,sering,sering,6,Menurunkan Berat Badan
397,32,laki-laki,196.4,82.9,78.5,rendah,sering,jarang,9,Menurunkan Berat Badan
398,59,laki-laki,172.5,64.6,71.4,sedang,jarang,tidak pernah,4,Menjaga Kesehatan
399,46,laki-laki,162.7,73.5,64,rendah,tidak pernah,sering,4,Menurunkan Berat Badan
400,55,laki-laki,174.2,78.3,66.6,sedang,tidak pernah,sering,8,Meningkatkan Kebugaran
401,42,laki-laki,178.4,63.8,76.3,tinggi,sering,sering,9,Meningkatkan Kebugaran
402,50,laki-laki,181.3,78.2,66.1,sedang,jarang,jarang,6,Menjaga Kesehatan
403,49,laki-laki,199.5,90.3,92,sedang,jarang,tidak pernah,6,Meningkatkan Kebugaran
404,39,laki-laki,161.6,66,57.9,sedang,sering,tidak pernah,9,Meningkatkan Kebugaran
405,58,laki-laki,167.2,76.1,66.8,rendah,tidak pernah,jarang,6,Meningkatkan Kebugaran
406,39,laki-laki,170.6,68.8,62.5,tinggi,jarang,tidak pernah,5,Menjaga Kesehatan
407,18,laki-laki,183.2,76.9,75.7,sedang,jarang,jarang,6,Menjaga Kesehatan
408,64,laki-laki,165.4,56.5,63,rendah,tidak pernah,tidak pernah,9,Menjaga Kesehatan
409,24,laki-laki,167.7,65.6,68.1,sedang,jarang,sering,5,Menjaga Kesehatan
410,31,laki-laki,193.2,83.6,82.2,rendah,sering,tidak pernah,9,Meningkatkan Kebugaran
411,34,laki-laki,197.7,95.9,89.2,rendah,tidak pernah,sering,8,Menjaga Kesehatan
412,51,laki-laki,162.9,72,63.9,rendah,jarang,jarang,9,Menurunkan Berat Badan
413,57,laki-laki,163.1,56.2,61.9,sedang,jarang,sering,4,Meningkatkan Kebugaran
414,59,laki-laki,163.2,62.1,60.8,sedang,sering,jarang,5,Meningkatkan Kebugaran
415,47,laki-laki,174.9,84.3,67.3,tinggi,sering,jarang,9,Meningkatkan Kebugaran
416,20,laki-laki,192.5,93,79.3,tinggi,jarang,tidak pernah,5,Menurunkan Berat Badan
417,48,laki-laki,175.8,91.5,81.5,sedang,sering,jarang,9,Menurunkan Berat Badan
418,26,laki-laki,184.7,103.4,113.1,tinggi,sering,tidak pernah,5,Meningkatkan Berat Badan
419,55,laki-laki,169.8,61.1,67.3,rendah,tidak pernah,tidak pernah,4,Meningkatkan Kebugaran
420,64,laki-laki,181.5,81,69.3,tinggi,sering,tidak pernah,5,Meningkatkan Kebugaran
421,34,laki-laki,192,80.5,83.2,sedang,sering,tidak pernah,7,Menjaga Kesehatan
422,21,laki-laki,187.3,92.8,72.1,sedang,jarang,jarang,9,Menjaga Kesehatan
423,53,laki-laki,166.7,74.6,63.4,rendah,jarang,tidak pernah,9,Menurunkan Berat Badan
424,63,laki-laki,181.7,102.4,84.5,rendah,jarang,sering,9,Menurunkan Berat Badan
425,42,laki-laki,171.3,90.8,80.5,tinggi,jarang,sering,5,Menurunkan Berat Badan
426,31,laki-laki,198.1,77.2,92.5,tinggi,sering,tidak pernah,9,Meningkatkan Kebugaran
427,38,laki-laki,191.7,111,93.7,sedang,sering,jarang,7,Menurunkan Berat Badan
428,50,laki-laki,185,112.3,105.6,tinggi,sering,tidak pernah,5,Menurunkan Berat Badan
429,26,laki-laki,168,60.3,58.8,sedang,sering,jarang,4,Menjaga Kesehatan
430,36,laki-laki,165,62.1,61.8,tinggi,sering,jarang,4,Menjaga Kesehatan
431,30,laki-laki,188.4,84.5,75.4,rendah,tidak pernah,jarang,6,Meningkatkan Kebugaran
432,62,laki-laki,171.4,76.6,69.7,sedang,tidak pernah,sering,8,Menjaga Kesehatan
433,41,laki-laki,164.1,72.4,57.8,sedang,sering,tidak pernah,9,Meningkatkan Kebugaran
434,56,laki-laki,194.3,87.4,88.8,rendah,jarang,tidak pernah,5,Menjaga Kesehatan
435,53,laki-laki,185.7,84.8,73.9,sedang,jarang,jarang,8,Menjaga Kesehatan
436,32,laki-laki,161.5,74.7,62.4,tinggi,jarang,sering,9,Meningkatkan Kebugaran
437,43,laki-laki,189.7,79.8,79.8,rendah,tidak pernah,tidak pernah,4,Meningkatkan Kebugaran
438,30,laki-laki,199.8,110,102.8,sedang,jarang,tidak pernah,9,Menurunkan Berat Badan
439,35,laki-laki,179.4,69.2,71.3,sedang,sering,jarang,6,Menjaga Kesehatan
440,61,laki-laki,190.1,91.8,84.2,rendah,sering,sering,4,Menurunkan Berat Badan
441,41,laki-laki,177.1,78.2,66.1,tinggi,jarang,sering,5,Meningkatkan Kebugaran
442,31,laki-laki,191.3,59,64,tinggi,sering,tidak pernah,7,Meningkatkan Berat Badan
443,61,laki-laki,195.5,114.4,80.5,rendah,jarang,tidak pernah,7,Meningkatkan Kebugaran
444,18,laki-laki,194.7,105.3,85.5,tinggi,sering,jarang,7,Menurunkan Berat Badan
445,34,laki-laki,191.3,93,86.5,sedang,jarang,tidak pernah,6,Menurunkan Berat Badan
446,58,laki-laki,189.9,73,78.9,rendah,tidak pernah,sering,5,Menjaga Kesehatan
447,57,laki-laki,181.3,90.4,72.5,sedang,tidak pernah,tidak pernah,8,Menjaga Kesehatan
448,37,laki-laki,197.7,103.7,83.2,rendah,tidak pernah,jarang,7,Meningkatkan Kebugaran
449,60,laki-laki,173.5,74.4,61.3,sedang,jarang,tidak pernah,9,Menjaga Kesehatan
450,62,laki-laki,187.6,84.5,82.6,rendah,sering,tidak pernah,8,Menjaga Kesehatan
451,32,laki-laki,172.5,50.5,68.9,rendah,tidak pernah,tidak pernah,8,Meningkatkan Kebugaran
452,45,laki-laki,194.4,78.1,86.5,sedang,sering,jarang,5,Menjaga Kesehatan
453,33,laki-laki,184.4,95.6,85.3,sedang,jarang,jarang,7,Menurunkan Berat Badan
454,53,laki-laki,164.9,59.9,61.1,sedang,tidak pernah,jarang,6,Meningkatkan Kebugaran
455,34,laki-laki,170.2,69.4,63.1,tinggi,jarang,tidak pernah,7,Menurunkan Berat Badan
456,40,laki-laki,172.9,70.1,72.1,sedang,jarang,tidak pernah,4,Meningkatkan Kebugaran
457,26,laki-laki,197.6,76.7,88.2,sedang,sering,jarang,5,Meningkatkan Berat Badan
458,51,laki-laki,180.8,61.6,70.6,tinggi,sering,sering,9,Meningkatkan Kebugaran
459,60,laki-laki,179.6,70.9,68,tinggi,sering,sering,8,Menjaga Kesehatan
460,33,laki-laki,160.4,48.8,61.4,tinggi,jarang,tidak pernah,7,Meningkatkan Kebugaran
461,45,laki-laki,189.5,94.1,81,rendah,sering,sering,9,Menurunkan Berat Badan
462,34,laki-laki,191.5,70.8,77,tinggi,sering,jarang,5,Meningkatkan Kebugaran
463,42,laki-laki,194.4,93.6,104.4,sedang,tidak pernah,tidak pernah,5,Meningkatkan Berat Badan
464,65,laki-laki,174.4,82,74.6,sedang,jarang,jarang,8,Menurunkan Berat Badan
465,26,laki-laki,187.1,73,78.1,sedang,sering,sering,4,Menjaga Kesehatan
466,43,laki-laki,187.1,90.8,73,sedang,sering,sering,4,Menurunkan Berat Badan
467,62,laki-laki,189.8,86.4,73.9,tinggi,sering,sering,5,Menjaga Kesehatan
468,33,laki-laki,172.5,82.6,78.3,rendah,tidak pernah,tidak pernah,6,Menurunkan Berat Badan
469,30,laki-laki,176.4,74.9,72.4,rendah,tidak pernah,jarang,6,Menjaga Kesehatan
470,38,laki-laki,196.5,79,88.1,tinggi,jarang,jarang,9,Menjaga Kesehatan
471,41,laki-laki,165.8,70.7,62.7,tinggi,sering,tidak pernah,7,Meningkatkan Kebugaran
472,19,laki-laki,162.6,74.3,62.5,rendah,tidak pernah,jarang,4,Menurunkan Berat Badan
473,62,laki-laki,167.5,78.7,73.2,tinggi,sering,tidak pernah,4,Menurunkan Berat Badan
474,25,laki-laki,185.5,61.9,65.3,rendah,tidak pernah,tidak pernah,6,Meningkatkan Berat Badan
475,34,laki-laki,194.3,91.6,85.9,rendah,sering,tidak pernah,8,Meningkatkan Kebugaran
476,55,laki-laki,162,87.1,79,tinggi,tidak pernah,sering,5,Menurunkan Berat Badan
477,44,laki-laki,199.8,80.7,94.5,sedang,jarang,tidak pernah,7,Menjaga Kesehatan
478,60,laki-laki,192.9,89.2,98.6,sedang,sering,jarang,9,Meningkatkan Berat Badan
479,61,laki-laki,187.4,84.2,77.7,tinggi,sering,jarang,9,Menjaga Kesehatan
480,22,laki-laki,161,69.8,64.6,sedang,jarang,tidak pernah,9,Menurunkan Berat Badan
481,19,laki-laki,195.8,102.8,89.4,tinggi,tidak pernah,jarang,4,Menjaga Kesehatan
482,44,laki-laki,171.2,82.2,61.3,tinggi,sering,jarang,9,Menjaga Kesehatan
483,22,laki-laki,163.5,65.6,54,rendah,tidak pernah,tidak pernah,7,Menurunkan Berat Badan
484,48,laki-laki,163.5,59.9,61.5,rendah,jarang,sering,8,Menjaga Kesehatan
485,49,laki-laki,183.9,77,68.1,sedang,jarang,tidak pernah,6,Menjaga Kesehatan
486,48,laki-laki,194.2,86,87.5,rendah,tidak pernah,tidak pernah,8,Menjaga Kesehatan
487,29,laki-laki,198.6,115.1,104,tinggi,jarang,tidak pernah,9,Menurunkan Berat Badan
488,29,laki-laki,194.7,94.2,80.1,rendah,tidak pernah,tidak pernah,7,Meningkatkan Kebugaran
489,57,laki-laki,197.1,88.4,81.9,rendah,jarang,tidak pernah,8,Meningkatkan Kebugaran
490,47,laki-laki,197.4,120.6,98.5,tinggi,sering,tidak pernah,4,Menurunkan Berat Badan
491,53,laki-laki,179.4,87.2,93.8,rendah,tidak pernah,tidak pernah,8,Meningkatkan Berat Badan
492,57,laki-laki,198.7,97.3,85.3,sedang,jarang,sering,9,Menjaga Kesehatan
493,57,laki-laki,170.6,79.9,75.4,sedang,jarang,tidak pernah,7,Menurunkan Berat Badan
494,31,laki-laki,183.3,68.6,68.8,sedang,tidak pernah,tidak pernah,4,Meningkatkan Kebugaran
495,25,laki-laki,165.9,75.6,66.3,rendah,tidak pernah,sering,6,Menurunkan Berat Badan
496,36,laki-laki,192.5,94.1,82.1,rendah,jarang,sering,5,Meningkatkan Kebugaran
497,34,laki-laki,192.6,101.2,77.4,sedang,tidak pernah,sering,7,Menjaga Kesehatan
498,54,laki-laki,182.9,72.3,74.4,tinggi,tidak pernah,sering,8,Meningkatkan Kebugaran
499,57,laki-laki,183.3,75.7,76.9,sedang,jarang,tidak pernah,7,Meningkatkan Kebugaran
500,24,laki-laki,186.6,59.5,65.4,sedang,sering,tidak pernah,6,Meningkatkan Berat Badan
501,26,laki-laki,166.4,61.4,63.4,sedang,jarang,tidak pernah,5,Menjaga Kesehatan
502,30,laki-laki,191.4,86.7,78.9,sedang,jarang,tidak pernah,7,Menjaga Kesehatan
503,54,laki-laki,165.3,71,79.9,tinggi,sering,sering,4,Meningkatkan Berat Badan
504,57,laki-laki,185.8,79.2,71.4,tinggi,sering,tidak pernah,9,Menjaga Kesehatan
505,21,laki-laki,197.4,77.9,92.3,rendah,jarang,jarang,9,Meningkatkan Kebugaran
506,35,laki-laki,179.5,97.8,84.6,tinggi,jarang,tidak pernah,4,Menurunkan Berat Badan
507,24,laki-laki,170.7,80,68.6,tinggi,sering,sering,6,Menurunkan Berat Badan
508,59,laki-laki,184.2,82.9,73.5,sedang,sering,jarang,5,Menjaga Kesehatan
509,47,laki-laki,191.7,115.3,97.4,rendah,tidak pernah,jarang,8,Menurunkan Berat Badan
510,31,laki-laki,169.6,84.3,68.7,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
511,53,laki-laki,169.6,83.2,60.9,tinggi,sering,jarang,5,Meningkatkan Kebugaran
512,45,laki-laki,189.4,97,80.2,sedang,sering,tidak pernah,8,Menurunkan Berat Badan
513,29,laki-laki,172.1,71.2,81.4,rendah,jarang,sering,8,Meningkatkan Berat Badan
514,30,laki-laki,165.4,55.6,61,tinggi,jarang,tidak pernah,8,Meningkatkan Berat Badan
515,42,laki-laki,183.9,73.1,71.2,sedang,sering,jarang,4,Menjaga Kesehatan
516,65,laki-laki,186.7,96.7,82.8,sedang,sering,tidak pernah,6,Meningkatkan Kebugaran
517,39,laki-laki,183,53.6,76.5,tinggi,sering,jarang,4,Meningkatkan Kebugaran
518,43,laki-laki,179.4,93,106.1,sedang,sering,tidak pernah,6,Meningkatkan Berat Badan
519,21,laki-laki,192.8,81.4,92.2,sedang,jarang,jarang,4,Meningkatkan Berat Badan
520,44,laki-laki,165.8,66.9,63.5,sedang,jarang,sering,5,Menurunkan Berat Badan
521,43,laki-laki,181.1,95.3,85.2,sedang,sering,jarang,6,Menurunkan Berat Badan
522,59,laki-laki,182.1,77.9,66.4,tinggi,sering,tidak pernah,5,Meningkatkan Kebugaran
523,41,laki-laki,186.5,80.7,70.8,tinggi,sering,sering,8,Menjaga Kesehatan
524,45,laki-laki,190.4,58.4,66.8,tinggi,sering,tidak pernah,7,Meningkatkan Berat Badan
525,25,laki-laki,179.3,75.6,74.7,rendah,tidak pernah,jarang,7,Menjaga Kesehatan
526,18,laki-laki,186.6,84.7,77.6,tinggi,jarang,tidak pernah,5,Meningkatkan Kebugaran
527,61,laki-laki,172.1,87.9,81.8,sedang,tidak pernah,jarang,5,Menurunkan Berat Badan
528,41,laki-laki,186.8,78.1,79.7,rendah,jarang,sering,5,Menjaga Kesehatan
529,48,laki-laki,178,79.1,73.6,sedang,jarang,jarang,8,Meningkatkan Kebugaran
530,42,laki-laki,189.3,109.3,94,tinggi,tidak pernah,tidak pernah,7,Menurunkan Berat Badan
531,64,laki-laki,192.2,108.1,78.6,tinggi,sering,jarang,9,Meningkatkan Kebugaran
532,49,laki-laki,174.2,78.3,65.3,rendah,tidak pernah,tidak pernah,4,Menurunkan Berat Badan
533,28,laki-laki,174,69.8,70.5,tinggi,sering,sering,5,Meningkatkan Kebugaran
534,23,laki-laki,173.2,72.1,76.7,sedang,jarang,jarang,7,Meningkatkan Berat Badan
535,38,laki-laki,192,89.4,96.1,rendah,tidak pernah,sering,9,Meningkatkan Berat Badan
536,62,laki-laki,159.9,80.7,70.6,sedang,sering,jarang,5,Menurunkan Berat Badan
537,26,laki-laki,160.6,62.8,53.8,rendah,tidak pernah,jarang,7,Menjaga Kesehatan
538,62,laki-laki,172.1,72.1,78,sedang,sering,jarang,6,Meningkatkan Berat Badan
539,40,laki-laki,170.7,69.5,60,sedang,sering,tidak pernah,9,Menjaga Kesehatan
540,18,laki-laki,181.7,72.5,69.7,rendah,jarang,tidak pernah,7,Menjaga Kesehatan
541,60,laki-laki,165.5,63.5,66.8,tinggi,sering,tidak pernah,4,Meningkatkan Berat Badan
542,25,laki-laki,168.6,45.5,49.8,sedang,sering,jarang,6,Meningkatkan Berat Badan
543,65,laki-laki,180.8,96.3,71.3,tinggi,jarang,sering,6,Meningkatkan Kebugaran
544,42,laki-laki,184.1,91.2,76.7,rendah,tidak pernah,jarang,9,Meningkatkan Kebugaran
545,37,laki-laki,180.2,89.1,79.6,sedang,tidak pernah,jarang,7,Menurunkan Berat Badan
546,44,laki-laki,182.3,76.4,82.5,sedang,jarang,jarang,6,Meningkatkan Berat Badan
547,51,laki-laki,177,96.6,85,rendah,tidak pernah,sering,7,Menurunkan Berat Badan
548,30,laki-laki,161.5,73.6,56.6,tinggi,jarang,tidak pernah,8,Meningkatkan Kebugaran
549,26,laki-laki,196.5,117.4,98.4,sedang,tidak pernah,tidak pernah,4,Menurunkan Berat Badan
550,35,laki-laki,161.5,64.9,54.4,tinggi,tidak pernah,sering,4,Menurunkan Berat Badan
551,45,laki-laki,175.2,66.6,59.4,sedang,jarang,tidak pernah,8,Menurunkan Berat Badan
552,58,laki-laki,187.7,86.9,71.8,rendah,tidak pernah,jarang,4,Menjaga Kesehatan
